Phone timestamp,X [mg],Y [mg],Z [mg],Type,Amount
2021-12-07 21:17:44.043,-2356,-259,1041,,
2021-12-07 21:17:44.062,-2332,-37,1634,,
2021-12-07 21:17:44.082,-2061,197,1457,,
2021-12-07 21:17:44.101,-2473,462,1122,,
2021-12-07 21:17:44.121,-2296,968,1274,,
2021-12-07 21:17:44.140,-1874,1202,1300,,
2021-12-07 21:17:44.160,-961,1336,1165,,
2021-12-07 21:17:44.179,-773,1462,655,,
2021-12-07 21:17:44.199,-983,1611,42,,
2021-12-07 21:17:44.218,-844,1740,-446,,
2021-12-07 21:17:44.238,-1109,1678,-277,,
2021-12-07 21:17:44.257,-722,1557,-298,,
2021-12-07 21:17:44.277,-244,1293,-314,,
2021-12-07 21:17:44.296,51,1045,-162,,
2021-12-07 21:17:44.316,724,853,-124,,
2021-12-07 21:17:44.336,1656,678,-82,,
2021-12-07 21:17:44.355,1480,622,141,,
2021-12-07 21:17:44.375,1281,915,69,,
2021-12-07 21:17:44.394,1230,925,-91,,
2021-12-07 21:17:44.414,934,1123,-5,,
2021-12-07 21:17:44.433,555,1324,30,,
2021-12-07 21:17:44.453,395,1308,-101,,
2021-12-07 21:17:44.472,164,1187,-96,,
2021-12-07 21:17:44.492,22,917,-74,,
2021-12-07 21:17:44.511,-12,652,-88,,
2021-12-07 21:17:44.531,-57,493,-107,,
2021-12-07 21:17:44.550,-73,368,-90,,
2021-12-07 21:17:44.570,-171,84,40,,
2021-12-07 21:17:44.589,-334,-65,390,,
2021-12-07 21:17:44.609,-742,-97,507,,
2021-12-07 21:17:44.628,-1053,-105,363,,
2021-12-07 21:17:44.648,-1333,12,77,,
2021-12-07 21:17:44.667,-1168,-116,-94,,
2021-12-07 21:17:44.687,-1379,-110,282,,
2021-12-07 21:17:44.706,-1506,41,353,,
2021-12-07 21:17:44.726,-2226,231,177,,
2021-12-07 21:17:44.745,-2204,262,78,,
2021-12-07 21:17:44.765,-1740,360,-79,,
2021-12-07 21:17:44.784,-1639,570,-48,,
2021-12-07 21:17:44.804,-1496,890,-21,,
2021-12-07 21:17:44.823,-1518,1092,120,,
2021-12-07 21:17:44.843,-1658,1287,279,,
2021-12-07 21:17:44.862,-1621,1308,283,,
2021-12-07 21:17:44.882,-1434,1286,229,,
2021-12-07 21:17:44.901,-1240,1286,106,,
2021-12-07 21:17:44.921,-1144,1389,-19,,
2021-12-07 21:17:44.940,-1000,1387,-174,,
2021-12-07 21:17:44.960,-1025,1235,-78,,
2021-12-07 21:17:44.979,-931,1036,-58,,
2021-12-07 21:17:44.999,-536,801,-267,,
2021-12-07 21:17:45.019,-396,628,-463,,
2021-12-07 21:17:45.038,-159,585,-483,,
2021-12-07 21:17:45.058,16,444,-319,,
2021-12-07 21:17:45.077,99,142,-313,,
2021-12-07 21:17:45.097,-219,104,-192,,
2021-12-07 21:17:45.116,25,229,-666,,
2021-12-07 21:17:45.136,225,187,-625,,
2021-12-07 21:17:45.155,331,398,-1116,,
2021-12-07 21:17:45.175,500,653,-1127,,
2021-12-07 21:17:45.194,-236,846,-653,,
2021-12-07 21:17:45.214,46,931,-994,,
2021-12-07 21:17:45.233,412,849,-1778,,
2021-12-07 21:17:45.253,668,1145,-2053,,
2021-12-07 21:17:45.272,936,1137,-2183,,
2021-12-07 21:17:45.292,1695,1294,-1455,,
2021-12-07 21:17:45.311,935,1708,-1520,,
2021-12-07 21:17:45.331,-634,1410,-1248,,
2021-12-07 21:17:45.350,-2081,1261,-1206,,
2021-12-07 21:17:45.370,-1392,1126,-1244,,
2021-12-07 21:17:45.389,-532,1328,-1178,,
2021-12-07 21:17:45.409,-121,1231,-774,,
2021-12-07 21:17:45.428,156,965,-695,,
2021-12-07 21:17:45.448,176,873,-416,,
2021-12-07 21:17:45.467,-609,839,109,,
2021-12-07 21:17:45.487,-712,606,553,,
2021-12-07 21:17:45.506,-511,510,785,,
2021-12-07 21:17:45.526,-408,353,980,,
2021-12-07 21:17:45.545,-432,240,1061,,
2021-12-07 21:17:45.565,-584,185,881,,
2021-12-07 21:17:45.584,-812,-11,606,,
2021-12-07 21:17:45.604,-1032,-161,435,,
2021-12-07 21:17:45.623,-1122,-167,309,,
2021-12-07 21:17:45.643,-1158,-190,337,,
2021-12-07 21:17:45.662,-1144,-315,346,,
2021-12-07 21:17:45.682,-961,-282,156,,
2021-12-07 21:17:45.701,-726,-202,32,,
2021-12-07 21:17:45.721,-573,-155,123,,
2021-12-07 21:17:45.740,-338,148,-2,,
2021-12-07 21:17:45.760,-157,415,-254,,
2021-12-07 21:17:45.779,-230,476,-212,,
2021-12-07 21:17:45.799,-585,580,-8,,
2021-12-07 21:17:45.818,-636,960,29,,
2021-12-07 21:17:45.838,-364,1252,-252,,
2021-12-07 21:17:45.857,-76,1337,-563,,
2021-12-07 21:17:45.877,121,1450,-450,,
2021-12-07 21:17:45.896,-94,1456,-215,,
2021-12-07 21:17:45.916,-237,1383,-92,,
2021-12-07 21:17:45.935,-201,1244,-57,,
2021-12-07 21:17:45.955,-567,1115,-41,,
2021-12-07 21:17:45.974,-878,1135,-232,,
2021-12-07 21:17:45.994,-1138,989,-324,,
2021-12-07 21:17:46.013,-1403,860,155,,
2021-12-07 21:17:46.033,-1011,796,421,,
2021-12-07 21:17:46.052,-1118,792,699,,
2021-12-07 21:17:46.072,-1231,768,869,,
2021-12-07 21:17:46.091,-1118,659,566,,
2021-12-07 21:17:46.111,-986,599,264,,
2021-12-07 21:17:46.130,-1217,515,515,,
2021-12-07 21:17:46.150,-1503,454,707,,
2021-12-07 21:17:46.169,-1154,387,186,,
2021-12-07 21:17:46.189,-736,166,-180,,
2021-12-07 21:17:46.208,-638,-105,-378,,
2021-12-07 21:17:46.228,-1067,-120,-282,,
2021-12-07 21:17:46.247,-1417,84,-374,,
2021-12-07 21:17:46.267,-1842,973,-2278,,
2021-12-07 21:17:46.286,-2150,-35,197,,
2021-12-07 21:17:46.306,-1623,769,358,,
2021-12-07 21:17:46.325,-1199,889,-262,,
2021-12-07 21:17:46.345,-632,1216,53,,
2021-12-07 21:17:46.364,-190,1206,-32,,
2021-12-07 21:17:46.384,447,1328,-788,,
2021-12-07 21:17:46.403,41,899,-2268,,
2021-12-07 21:17:46.423,-649,895,-1864,,
2021-12-07 21:17:46.442,-1481,659,-1734,,
2021-12-07 21:17:46.462,-582,1164,-256,,
2021-12-07 21:17:46.481,-441,1103,-487,,
2021-12-07 21:17:46.501,-474,1118,-291,,
2021-12-07 21:17:46.520,-491,1139,-225,,
2021-12-07 21:17:46.540,-359,1180,-457,,
2021-12-07 21:17:46.559,-177,1285,-908,,
2021-12-07 21:17:46.579,-307,1246,-1285,,
2021-12-07 21:17:46.598,-1055,1053,-664,,
2021-12-07 21:17:46.618,-1890,1199,-313,,
2021-12-07 21:17:46.637,-2128,1324,-639,,
2021-12-07 21:17:46.657,-1352,1000,-503,,
2021-12-07 21:17:46.677,-1517,730,-66,,
2021-12-07 21:17:46.696,-1319,438,-12,,
2021-12-07 21:17:46.716,-823,17,-338,,
2021-12-07 21:17:46.735,-329,-463,-835,,
2021-12-07 21:17:46.755,229,-792,-1182,,
2021-12-07 21:17:46.774,655,-650,-1113,,
2021-12-07 21:17:46.794,-191,-384,-1116,,
2021-12-07 21:17:46.813,-42,-107,-1334,,
2021-12-07 21:17:46.833,-209,208,-1196,,
2021-12-07 21:17:46.852,-357,236,-946,,
2021-12-07 21:17:46.872,-434,392,-402,,
2021-12-07 21:17:46.891,-283,406,46,,
2021-12-07 21:17:46.911,-452,439,652,,
2021-12-07 21:17:46.930,-891,537,1239,,
2021-12-07 21:17:46.950,-1811,800,1140,,
2021-12-07 21:17:46.969,-2155,987,247,,
2021-12-07 21:17:46.989,-4444,560,-1143,,
2021-12-07 21:17:47.008,-1266,2195,539,,
2021-12-07 21:17:47.028,-605,1789,500,,
2021-12-07 21:17:47.047,69,1319,212,,
2021-12-07 21:17:47.067,-76,1057,-355,,
2021-12-07 21:17:47.086,-1167,462,-959,,
2021-12-07 21:17:47.106,-773,710,-532,,
2021-12-07 21:17:47.125,-638,726,-1070,,
2021-12-07 21:17:47.145,-3,910,-1824,,
2021-12-07 21:17:47.164,-274,1053,-825,,
2021-12-07 21:17:47.184,-544,1943,383,,
2021-12-07 21:17:47.203,-1179,2196,459,,
2021-12-07 21:17:47.223,-2090,2250,735,,
2021-12-07 21:17:47.242,-2833,2196,-371,,
2021-12-07 21:17:47.262,-1394,2108,-1429,,
2021-12-07 21:17:47.281,-1056,1600,-1593,,
2021-12-07 21:17:47.301,-1548,1254,-648,,
2021-12-07 21:17:47.320,-1847,292,-245,,
2021-12-07 21:17:47.340,-1231,-403,-131,,
2021-12-07 21:17:47.359,-338,-806,-30,,
2021-12-07 21:17:47.379,319,-910,157,,
2021-12-07 21:17:47.398,604,-988,-62,,
2021-12-07 21:17:47.418,1137,-229,-398,,
2021-12-07 21:17:47.437,868,652,-184,,
2021-12-07 21:17:47.457,505,684,-1373,,
2021-12-07 21:17:47.476,327,977,-2533,,
2021-12-07 21:17:47.496,-559,1266,-1037,,
2021-12-07 21:17:47.515,-2007,1260,-419,,
2021-12-07 21:17:47.535,-4239,777,-1419,,
2021-12-07 21:17:47.554,-319,1029,-142,,
2021-12-07 21:17:47.574,-256,1316,-874,,
2021-12-07 21:17:47.593,79,1169,-793,,
2021-12-07 21:17:47.613,-184,1114,-747,,
2021-12-07 21:17:47.632,-517,931,-776,,
2021-12-07 21:17:47.652,-451,771,-899,,
2021-12-07 21:17:47.671,-475,720,-140,,
2021-12-07 21:17:47.691,-853,735,-812,,
2021-12-07 21:17:47.710,-778,569,-604,,
2021-12-07 21:17:47.730,-649,686,-318,,
2021-12-07 21:17:47.749,-222,750,-402,,
2021-12-07 21:17:47.769,-292,717,-336,,
2021-12-07 21:17:47.788,-1200,500,-171,,
2021-12-07 21:17:47.808,-898,-231,-2303,,
2021-12-07 21:17:47.828,-136,1545,-5586,,
2021-12-07 21:17:47.847,4497,4808,-6729,,
2021-12-07 21:17:47.867,6686,6370,-6705,,
2021-12-07 21:17:47.886,-124,7110,-7830,,
2021-12-07 21:17:47.906,3598,7988,-6804,,
2021-12-07 21:17:47.925,-7782,7988,-4726,,
2021-12-07 21:17:47.945,-5802,7988,3984,,
2021-12-07 21:17:47.964,869,7988,7813,,
2021-12-07 21:17:47.984,3795,7988,7984,,
2021-12-07 21:17:48.003,6545,7710,7505,,
2021-12-07 21:17:48.023,7978,7988,4893,,
2021-12-07 21:17:48.042,7971,5624,-1148,,
2021-12-07 21:17:48.062,7978,3848,-3934,,
2021-12-07 21:17:48.081,7401,2921,-4277,,
2021-12-07 21:17:48.101,5194,2163,-2992,,
2021-12-07 21:17:48.120,3628,2252,-1391,,
2021-12-07 21:17:48.140,2645,2451,122,,
2021-12-07 21:17:48.159,1376,2580,1187,,
2021-12-07 21:17:48.179,147,2681,1811,,
2021-12-07 21:17:48.198,-782,2621,1703,,
2021-12-07 21:17:48.218,-1953,2644,1227,,
2021-12-07 21:17:48.237,-4051,1974,1416,,
2021-12-07 21:17:48.257,-3065,1552,890,,
2021-12-07 21:17:48.276,-3248,1323,454,,
2021-12-07 21:17:48.296,-3157,1136,216,,
2021-12-07 21:17:48.315,-3256,897,4,,
2021-12-07 21:17:48.335,-3006,671,-358,,
2021-12-07 21:17:48.354,-2767,462,-443,,
2021-12-07 21:17:48.374,-2376,448,-218,,
2021-12-07 21:17:48.393,-2131,387,-297,,
2021-12-07 21:17:48.413,-1932,289,-576,,
2021-12-07 21:17:48.432,-1648,310,-779,,
2021-12-07 21:17:48.452,-1370,379,-611,,
2021-12-07 21:17:48.472,-931,405,-364,,
2021-12-07 21:17:48.491,-832,431,-362,,
2021-12-07 21:17:48.511,-997,451,-190,,
2021-12-07 21:17:48.530,-1011,433,-121,,
2021-12-07 21:17:48.550,-934,424,-209,,
2021-12-07 21:17:48.569,-833,362,-258,,
2021-12-07 21:17:48.589,-907,377,-245,,
2021-12-07 21:17:48.608,-985,441,-180,,
2021-12-07 21:17:48.628,-975,486,-147,,
2021-12-07 21:17:48.647,-900,483,-148,,
2021-12-07 21:17:48.667,-900,491,39,,
2021-12-07 21:17:48.686,-915,490,266,,
2021-12-07 21:17:48.706,-905,491,375,,
2021-12-07 21:17:48.725,-898,542,357,,
2021-12-07 21:17:48.745,-898,620,319,,
2021-12-07 21:17:48.764,-893,614,230,,
2021-12-07 21:17:48.784,-899,560,228,,
2021-12-07 21:17:48.803,-934,504,327,,
2021-12-07 21:17:48.823,-981,516,459,,
2021-12-07 21:17:48.842,-974,549,493,,
2021-12-07 21:17:48.862,-911,580,424,,
2021-12-07 21:17:48.881,-813,637,250,,
2021-12-07 21:17:48.901,-779,719,261,,
2021-12-07 21:17:48.920,-801,755,392,,
2021-12-07 21:17:48.940,-824,750,464,,
2021-12-07 21:17:48.959,-863,737,470,,
2021-12-07 21:17:48.979,-884,713,430,,
2021-12-07 21:17:48.998,-843,627,252,,
2021-12-07 21:17:49.018,-853,595,216,,
2021-12-07 21:17:49.037,-840,604,263,,
2021-12-07 21:17:49.057,-794,603,302,,
2021-12-07 21:17:49.077,-770,603,293,,
2021-12-07 21:17:49.096,-747,610,306,,
2021-12-07 21:17:49.116,-739,584,378,,
2021-12-07 21:17:49.135,-756,577,447,,
2021-12-07 21:17:49.155,-761,602,473,,
2021-12-07 21:17:49.174,-721,577,443,,
2021-12-07 21:17:49.194,-652,556,382,,
2021-12-07 21:17:49.213,-629,536,399,,
2021-12-07 21:17:49.233,-640,540,466,,
2021-12-07 21:17:49.252,-712,543,537,,
2021-12-07 21:17:49.272,-763,550,586,,
2021-12-07 21:17:49.291,-761,509,586,,
2021-12-07 21:17:49.311,-731,513,521,,
2021-12-07 21:17:49.330,-665,532,437,,
2021-12-07 21:17:49.350,-631,547,376,,
2021-12-07 21:17:49.369,-632,605,400,,
2021-12-07 21:17:49.389,-633,615,468,,
2021-12-07 21:17:49.408,-635,646,477,,
2021-12-07 21:17:49.428,-644,700,488,,
2021-12-07 21:17:49.447,-631,729,416,,
2021-12-07 21:17:49.467,-620,752,362,,
2021-12-07 21:17:49.486,-615,759,344,,
2021-12-07 21:17:49.506,-626,755,396,,
2021-12-07 21:17:49.525,-633,751,461,,
2021-12-07 21:17:49.545,-636,758,483,,
2021-12-07 21:17:49.564,-636,748,443,,
2021-12-07 21:17:49.584,-636,706,397,,
2021-12-07 21:17:49.603,-622,665,356,,
2021-12-07 21:17:49.623,-576,633,314,,
2021-12-07 21:17:49.642,-546,581,310,,
2021-12-07 21:17:49.662,-534,501,392,,
2021-12-07 21:17:49.681,-520,489,403,,
2021-12-07 21:17:49.701,-511,490,367,,
2021-12-07 21:17:49.720,-531,501,315,,
2021-12-07 21:17:49.740,-592,498,314,,
2021-12-07 21:17:49.759,-634,550,353,,
2021-12-07 21:17:49.779,-646,584,361,,
2021-12-07 21:17:49.798,-660,624,332,,
2021-12-07 21:17:49.818,-663,609,337,,
2021-12-07 21:17:49.837,-697,580,358,,
2021-12-07 21:17:49.857,-748,590,322,,
2021-12-07 21:17:49.876,-772,607,285,,
2021-12-07 21:17:49.896,-771,607,249,,
2021-12-07 21:17:49.915,-748,623,238,,
2021-12-07 21:17:49.935,-694,698,197,,
2021-12-07 21:17:49.954,-659,775,185,,
2021-12-07 21:17:49.974,-651,808,245,,
2021-12-07 21:17:49.993,-633,816,255,,
2021-12-07 21:17:50.013,-629,827,208,,
2021-12-07 21:17:50.032,-664,816,193,,
2021-12-07 21:17:50.052,-734,772,204,,
2021-12-07 21:17:50.071,-769,764,207,,
2021-12-07 21:17:50.091,-779,758,214,,
2021-12-07 21:17:50.110,-799,771,228,,
2021-12-07 21:17:50.130,-812,770,240,,
2021-12-07 21:17:50.149,-786,753,215,,
2021-12-07 21:17:50.169,-752,728,208,,
2021-12-07 21:17:50.189,-668,708,206,,
2021-12-07 21:17:50.208,-628,683,221,,
2021-12-07 21:17:50.228,-609,691,229,,
2021-12-07 21:17:50.247,-557,666,189,,
2021-12-07 21:17:50.267,-506,602,93,,
2021-12-07 21:17:50.286,-485,564,93,,
2021-12-07 21:17:50.306,-474,548,163,,
2021-12-07 21:17:50.325,-507,608,229,,
2021-12-07 21:17:50.345,-549,653,184,,
2021-12-07 21:17:50.364,-580,668,147,,
2021-12-07 21:17:50.384,-604,678,136,,
2021-12-07 21:17:50.403,-636,744,128,,
2021-12-07 21:17:50.423,-715,803,120,,
2021-12-07 21:17:50.442,-752,865,112,,
2021-12-07 21:17:50.462,-744,895,34,,
2021-12-07 21:17:50.481,-727,937,9,,
2021-12-07 21:17:50.501,-653,935,-1,,
2021-12-07 21:17:50.520,-618,899,18,,
2021-12-07 21:17:50.540,-581,908,9,,
2021-12-07 21:17:50.559,-567,880,16,,
2021-12-07 21:17:50.579,-570,843,30,,
2021-12-07 21:17:50.598,-568,800,56,,
2021-12-07 21:17:50.618,-553,764,22,,
2021-12-07 21:17:50.637,-563,755,39,,
2021-12-07 21:17:50.657,-598,753,48,,
2021-12-07 21:17:50.676,-676,752,90,,
2021-12-07 21:17:50.696,-763,751,90,,
2021-12-07 21:17:50.715,-822,715,115,,
2021-12-07 21:17:50.735,-884,622,142,,
2021-12-07 21:17:50.754,-886,526,115,,
2021-12-07 21:17:50.774,-843,488,71,,
2021-12-07 21:17:50.793,-799,480,59,,
2021-12-07 21:17:50.813,-773,458,93,,
2021-12-07 21:17:50.832,-776,442,229,,
2021-12-07 21:17:50.852,-835,426,419,,
2021-12-07 21:17:50.872,-897,412,520,,
2021-12-07 21:17:50.891,-900,364,493,,
2021-12-07 21:17:50.911,-854,261,380,,
2021-12-07 21:17:50.930,-841,207,445,,
2021-12-07 21:17:50.950,-809,175,478,,
2021-12-07 21:17:50.969,-776,255,489,,
2021-12-07 21:17:50.989,-658,316,476,,
2021-12-07 21:17:51.008,-444,280,247,,
2021-12-07 21:17:51.028,-255,253,51,,
2021-12-07 21:17:51.047,-282,401,290,,
2021-12-07 21:17:51.067,-405,627,502,,
2021-12-07 21:17:51.086,-491,769,484,,
2021-12-07 21:17:51.106,-507,821,431,,
2021-12-07 21:17:51.125,-458,830,332,,
2021-12-07 21:17:51.145,-389,864,230,,
2021-12-07 21:17:51.164,-385,1021,228,,
2021-12-07 21:17:51.184,-381,1017,222,,
2021-12-07 21:17:51.203,-398,834,194,,
2021-12-07 21:17:51.223,-481,845,228,,
2021-12-07 21:17:51.242,-504,1001,165,,
2021-12-07 21:17:51.262,-475,909,-85,,
2021-12-07 21:17:51.281,-522,744,-114,,
2021-12-07 21:17:51.301,-644,608,86,,
2021-12-07 21:17:51.320,-729,588,91,,
2021-12-07 21:17:51.340,-746,644,-111,,
2021-12-07 21:17:51.359,-775,722,-285,,
2021-12-07 21:17:51.379,-888,765,-221,,
2021-12-07 21:17:51.398,-983,903,-184,,
2021-12-07 21:17:51.418,-2406,1756,-2423,,
2021-12-07 21:17:51.437,-1798,-441,134,,
2021-12-07 21:17:51.457,-796,1020,-497,,
2021-12-07 21:17:51.476,-628,899,-1069,,
2021-12-07 21:17:51.496,-646,735,-750,,
2021-12-07 21:17:51.515,-941,592,-369,,
2021-12-07 21:17:51.535,-892,377,-578,,
2021-12-07 21:17:51.554,-915,136,-663,,
2021-12-07 21:17:51.574,-966,79,-472,,
2021-12-07 21:17:51.593,-780,183,-321,,
2021-12-07 21:17:51.613,-446,263,-145,,
2021-12-07 21:17:51.632,-453,391,140,,
2021-12-07 21:17:51.652,-527,404,41,,
2021-12-07 21:17:51.672,-762,609,8,,
2021-12-07 21:17:51.691,-904,826,79,,
2021-12-07 21:17:51.711,-738,866,189,,
2021-12-07 21:17:51.730,-423,936,237,,
2021-12-07 21:17:51.750,-99,768,-1229,,
2021-12-07 21:17:51.769,649,780,-136,,
2021-12-07 21:17:51.789,-262,608,183,,
2021-12-07 21:17:51.808,-926,835,230,,
2021-12-07 21:17:51.828,-2272,1065,-1535,,
2021-12-07 21:17:51.847,-2993,1153,46,,
2021-12-07 21:17:51.867,-3409,958,-1718,,
2021-12-07 21:17:51.886,-2549,734,-1379,,
2021-12-07 21:17:51.906,-1875,583,147,,
2021-12-07 21:17:51.925,-1122,444,929,,
2021-12-07 21:17:51.945,-320,150,603,,
2021-12-07 21:17:51.964,520,-72,336,,
2021-12-07 21:17:51.984,1743,-577,238,,
2021-12-07 21:17:52.003,2603,-237,-194,,
2021-12-07 21:17:52.023,1749,-196,-1324,,
2021-12-07 21:17:52.042,623,-21,-1863,,
2021-12-07 21:17:52.062,186,611,-2349,,
2021-12-07 21:17:52.081,-1193,1076,-2009,,
2021-12-07 21:17:52.101,-3250,1335,-708,,
2021-12-07 21:17:52.120,-4097,1748,-1296,,
2021-12-07 21:17:52.140,-4356,-241,409,,
2021-12-07 21:17:52.159,-915,750,55,,
2021-12-07 21:17:52.179,-37,659,-940,,
2021-12-07 21:17:52.198,404,904,-375,,
2021-12-07 21:17:52.218,140,816,226,,
2021-12-07 21:17:52.237,-48,824,311,,
2021-12-07 21:17:52.257,-396,738,237,,
2021-12-07 21:17:52.276,-533,1077,-257,,
2021-12-07 21:17:52.296,-1407,434,-740,,
2021-12-07 21:17:52.315,-674,844,70,,
2021-12-07 21:17:52.335,-680,800,-273,,
2021-12-07 21:17:52.354,-306,779,-505,,
2021-12-07 21:17:52.374,-191,816,-418,,
2021-12-07 21:17:52.393,-156,892,-848,,
2021-12-07 21:17:52.413,-350,1188,-1274,,
2021-12-07 21:17:52.432,-1187,1633,-2121,,
2021-12-07 21:17:52.452,-1684,1616,-2655,,
2021-12-07 21:17:52.471,-1750,1440,-2375,,
2021-12-07 21:17:52.491,-806,1108,-1728,,
2021-12-07 21:17:52.510,174,600,-834,,
2021-12-07 21:17:52.530,825,297,-684,,
2021-12-07 21:17:52.549,1567,-104,95,,
2021-12-07 21:17:52.569,2632,-446,957,,
2021-12-07 21:17:52.588,1319,-237,1355,,
2021-12-07 21:17:52.608,-31,-117,1640,,
2021-12-07 21:17:52.627,-542,276,1128,,
2021-12-07 21:17:52.647,-1064,590,144,,
2021-12-07 21:17:52.666,-903,908,-223,,
2021-12-07 21:17:52.686,-2013,1028,-1688,,
2021-12-07 21:17:52.705,-3629,1404,-737,,
2021-12-07 21:17:52.725,-2842,2002,-3132,,
2021-12-07 21:17:52.744,-1307,808,184,,
2021-12-07 21:17:52.764,-2092,1162,-211,,
2021-12-07 21:17:52.783,-514,1228,-110,,
2021-12-07 21:17:52.803,-1267,1189,-804,,
2021-12-07 21:17:52.822,-2148,1313,-1756,,
2021-12-07 21:17:52.842,-1978,1215,-1656,,
2021-12-07 21:17:52.861,-1281,1001,-1428,,
2021-12-07 21:17:52.881,-865,591,-898,,
2021-12-07 21:17:52.900,-416,-117,447,,
2021-12-07 21:17:52.920,-125,-269,1714,,
2021-12-07 21:17:52.939,654,-528,2284,,
2021-12-07 21:17:52.959,2044,-564,2256,,
2021-12-07 21:17:52.979,1386,442,825,,
2021-12-07 21:17:52.998,2326,950,-968,,
2021-12-07 21:17:53.018,1632,1286,-1398,,
2021-12-07 21:17:53.037,-1052,1149,-4163,,
2021-12-07 21:17:53.057,-3344,511,-3960,,
2021-12-07 21:17:53.076,-4263,957,-2313,,
2021-12-07 21:17:53.096,-2394,1527,-2906,,
2021-12-07 21:17:53.115,-1333,734,-1730,,
2021-12-07 21:17:53.135,-2016,493,-203,,
2021-12-07 21:17:53.154,-1159,1598,-1367,,
2021-12-07 21:17:53.174,-1602,850,-943,,
2021-12-07 21:17:53.193,-1187,885,-410,,
2021-12-07 21:17:53.213,-491,924,-375,,
2021-12-07 21:17:53.232,-662,927,-237,,
2021-12-07 21:17:53.252,-797,742,-316,,
2021-12-07 21:17:53.271,-763,764,-538,,
2021-12-07 21:17:53.291,-287,758,-99,,
2021-12-07 21:17:53.310,-831,746,-264,,
2021-12-07 21:17:53.330,-486,854,93,,
2021-12-07 21:17:53.349,-937,759,-547,,
2021-12-07 21:17:53.369,-1825,719,-436,,
2021-12-07 21:17:53.388,-1384,755,-639,,
2021-12-07 21:17:53.408,-1057,923,-14,,
2021-12-07 21:17:53.427,778,1314,753,,
2021-12-07 21:17:53.447,4497,1208,-2954,,
2021-12-07 21:17:53.466,7961,3813,-4411,,
2021-12-07 21:17:53.486,7247,2741,-6496,,
2021-12-07 21:17:53.505,4672,152,-5140,,
2021-12-07 21:17:53.525,7516,7750,-460,,
2021-12-07 21:17:53.544,6676,7988,2869,,
2021-12-07 21:17:53.564,5721,7988,7894,,
2021-12-07 21:17:53.583,814,7988,7984,,
2021-12-07 21:17:53.603,-1370,7988,7984,,
2021-12-07 21:17:53.622,530,7542,7984,,
2021-12-07 21:17:53.642,3270,4496,7984,,
2021-12-07 21:17:53.661,6724,2975,6529,,
2021-12-07 21:17:53.681,7912,1279,-1059,,
2021-12-07 21:17:53.700,7864,870,-4279,,
2021-12-07 21:17:53.720,4703,2325,-4602,,
2021-12-07 21:17:53.739,3062,3152,-2509,,
2021-12-07 21:17:53.759,1143,3526,-257,,
2021-12-07 21:17:53.778,430,3606,1316,,
2021-12-07 21:17:53.798,464,3498,2714,,
2021-12-07 21:17:53.817,208,3309,4016,,
2021-12-07 21:17:53.837,-372,2990,4721,,
2021-12-07 21:17:53.856,-878,2546,4760,,
2021-12-07 21:17:53.876,-1094,2311,3944,,
2021-12-07 21:17:53.895,-1082,2037,2536,,
2021-12-07 21:17:53.915,-1533,1908,1404,,
2021-12-07 21:17:53.935,-2556,1969,633,,
2021-12-07 21:17:53.954,-2357,1719,274,,
2021-12-07 21:17:53.974,-2478,1553,150,,
2021-12-07 21:17:53.993,-1641,1344,-48,,
2021-12-07 21:17:54.013,-1243,1260,-192,,
2021-12-07 21:17:54.032,-1156,1290,-292,,
2021-12-07 21:17:54.052,-1235,1145,-224,,
2021-12-07 21:17:54.071,-1264,1052,-187,,
2021-12-07 21:17:54.091,-1297,899,-354,,
2021-12-07 21:17:54.110,-1470,778,-863,,
2021-12-07 21:17:54.130,-1481,758,-1192,,
2021-12-07 21:17:54.149,-1371,749,-1155,,
2021-12-07 21:17:54.169,-1300,746,-733,,
2021-12-07 21:17:54.188,-1239,811,-395,,
2021-12-07 21:17:54.208,-1255,798,-336,,
2021-12-07 21:17:54.227,-1119,742,-362,,
2021-12-07 21:17:54.247,-1019,521,-645,,
2021-12-07 21:17:54.266,-921,433,-923,,
2021-12-07 21:17:54.286,-682,208,-1140,,
2021-12-07 21:17:54.305,-869,355,-1368,,
2021-12-07 21:17:54.325,-1030,502,-574,,
2021-12-07 21:17:54.344,-1243,413,25,,
2021-12-07 21:17:54.364,-1402,234,-9,,
2021-12-07 21:17:54.383,-1399,161,-241,,
2021-12-07 21:17:54.403,-1353,201,-21,,
2021-12-07 21:17:54.422,-1258,228,217,,
2021-12-07 21:17:54.442,-1157,229,375,,
2021-12-07 21:17:54.461,-1190,159,311,,
2021-12-07 21:17:54.481,-1112,120,53,,
2021-12-07 21:17:54.500,-1133,167,93,,
2021-12-07 21:17:54.520,-1131,125,341,,
2021-12-07 21:17:54.539,-1130,132,547,,
2021-12-07 21:17:54.559,-1039,180,634,,
2021-12-07 21:17:54.578,-981,196,751,,
2021-12-07 21:17:54.598,-952,225,824,,
2021-12-07 21:17:54.617,-840,224,663,,
2021-12-07 21:17:54.637,-773,204,502,,
2021-12-07 21:17:54.656,-768,140,341,,
2021-12-07 21:17:54.676,-746,135,177,,
2021-12-07 21:17:54.696,-732,168,37,,
2021-12-07 21:17:54.715,-659,146,-66,,
2021-12-07 21:17:54.735,-618,128,-67,,
2021-12-07 21:17:54.754,-541,114,-23,,
2021-12-07 21:17:54.774,-491,136,34,,
2021-12-07 21:17:54.793,-441,208,73,,
