Phone timestamp,X [mg],Y [mg],Z [mg],Type,Amount
2021-12-07 21:17:54.813,-473,250,36,,
2021-12-07 21:17:54.832,-703,262,116,,
2021-12-07 21:17:54.852,-826,352,171,,
2021-12-07 21:17:54.871,-788,439,91,,
2021-12-07 21:17:54.891,-774,478,0,,
2021-12-07 21:17:54.910,-842,494,-85,,
2021-12-07 21:17:54.930,-980,605,-220,,
2021-12-07 21:17:54.949,-1103,672,-182,,
2021-12-07 21:17:54.969,-1023,741,-263,,
2021-12-07 21:17:54.988,-950,754,-331,,
2021-12-07 21:17:55.008,-914,746,-398,,
2021-12-07 21:17:55.027,-909,802,-532,,
2021-12-07 21:17:55.047,-919,841,-920,,
2021-12-07 21:17:55.066,-852,816,-1157,,
2021-12-07 21:17:55.086,-762,713,-1035,,
2021-12-07 21:17:55.105,-784,748,-831,,
2021-12-07 21:17:55.125,-749,735,-815,,
2021-12-07 21:17:55.144,-544,847,-1066,,
2021-12-07 21:17:55.164,-422,934,-759,,
2021-12-07 21:17:55.183,109,919,-169,,
2021-12-07 21:17:55.203,126,981,74,,
2021-12-07 21:17:55.222,88,950,187,,
2021-12-07 21:17:55.242,130,809,477,,
2021-12-07 21:17:55.261,-381,783,1009,,
2021-12-07 21:17:55.281,-421,687,1203,,
2021-12-07 21:17:55.300,-328,742,1283,,
2021-12-07 21:17:55.320,-286,644,1259,,
2021-12-07 21:17:55.339,-271,493,1181,,
2021-12-07 21:17:55.359,-344,433,1207,,
2021-12-07 21:17:55.378,-390,347,1287,,
2021-12-07 21:17:55.398,-439,235,1176,,
2021-12-07 21:17:55.417,-521,222,962,,
2021-12-07 21:17:55.437,-696,287,977,,
2021-12-07 21:17:55.457,-792,313,1035,,
2021-12-07 21:17:55.476,-689,374,1137,,
2021-12-07 21:17:55.496,-960,447,1185,,
2021-12-07 21:17:55.515,-1001,511,1174,,
2021-12-07 21:17:55.535,-1179,688,1046,,
2021-12-07 21:17:55.554,-1036,902,913,,
2021-12-07 21:17:55.574,-864,1040,789,,
2021-12-07 21:17:55.593,-784,1225,743,,
2021-12-07 21:17:55.613,-770,1411,859,,
2021-12-07 21:17:55.632,-584,1360,775,,
2021-12-07 21:17:55.652,-469,1233,577,,
2021-12-07 21:17:55.671,-349,1185,479,,
2021-12-07 21:17:55.691,-296,1413,407,,
2021-12-07 21:17:55.710,-358,1373,507,,
2021-12-07 21:17:55.730,-445,1312,915,,
2021-12-07 21:17:55.749,-1407,1142,-567,,
2021-12-07 21:17:55.769,-958,734,824,,
2021-12-07 21:17:55.788,-55,979,697,,
2021-12-07 21:17:55.808,-465,1066,381,,
2021-12-07 21:17:55.827,-604,941,647,,
2021-12-07 21:17:55.847,-373,1045,707,,
2021-12-07 21:17:55.866,-232,978,317,,
2021-12-07 21:17:55.886,28,997,172,,
2021-12-07 21:17:55.905,-327,1068,5,,
2021-12-07 21:17:55.925,-329,1154,-319,,
2021-12-07 21:17:55.944,-147,1137,-1084,,
2021-12-07 21:17:55.964,-132,1206,-1886,,
2021-12-07 21:17:55.983,230,1406,-2422,,
2021-12-07 21:17:56.003,443,1859,-2584,,
2021-12-07 21:17:56.022,-709,1616,-2614,,
2021-12-07 21:17:56.042,-257,1267,-3861,,
2021-12-07 21:17:56.062,-459,2014,-2673,,
2021-12-07 21:17:56.081,362,1855,-1797,,
2021-12-07 21:17:56.101,-753,1813,-1251,,
2021-12-07 21:17:56.120,-1932,1643,-1064,,
2021-12-07 21:17:56.140,-1889,1356,-426,,
2021-12-07 21:17:56.159,-1227,1075,-3,,
2021-12-07 21:17:56.179,-872,746,-11,,
2021-12-07 21:17:56.198,-618,367,-257,,
2021-12-07 21:17:56.218,-385,-197,-876,,
2021-12-07 21:17:56.237,-126,-412,-1210,,
2021-12-07 21:17:56.257,245,-400,-1234,,
2021-12-07 21:17:56.276,615,-198,-917,,
2021-12-07 21:17:56.296,561,-19,-610,,
2021-12-07 21:17:56.315,536,60,-656,,
2021-12-07 21:17:56.335,694,159,166,,
2021-12-07 21:17:56.354,733,594,1063,,
2021-12-07 21:17:56.374,398,1064,1219,,
2021-12-07 21:17:56.393,-177,1267,920,,
2021-12-07 21:17:56.413,-447,1474,771,,
2021-12-07 21:17:56.432,-3933,1301,-3027,,
2021-12-07 21:17:56.452,-3955,1044,1557,,
2021-12-07 21:17:56.471,-34,841,610,,
2021-12-07 21:17:56.491,-157,483,116,,
2021-12-07 21:17:56.510,47,741,51,,
2021-12-07 21:17:56.530,-22,632,-91,,
2021-12-07 21:17:56.550,-565,412,-907,,
2021-12-07 21:17:56.569,-1365,284,-1435,,
2021-12-07 21:17:56.589,-880,1141,-86,,
2021-12-07 21:17:56.608,-299,835,-535,,
2021-12-07 21:17:56.628,52,938,-635,,
2021-12-07 21:17:56.647,77,842,-422,,
2021-12-07 21:17:56.667,-565,660,-403,,
2021-12-07 21:17:56.686,-746,625,-754,,
2021-12-07 21:17:56.706,-124,643,-788,,
2021-12-07 21:17:56.725,-37,551,-636,,
2021-12-07 21:17:56.745,-582,437,-687,,
2021-12-07 21:17:56.764,-839,566,-667,,
2021-12-07 21:17:56.784,-364,754,-518,,
2021-12-07 21:17:56.803,-210,595,-785,,
2021-12-07 21:17:56.823,-103,422,-891,,
2021-12-07 21:17:56.842,-96,489,-879,,
2021-12-07 21:17:56.862,-357,642,-720,,
2021-12-07 21:17:56.881,-497,719,-618,,
2021-12-07 21:17:56.901,-374,815,-563,,
2021-12-07 21:17:56.920,-176,622,-819,,
2021-12-07 21:17:56.940,128,467,-966,,
2021-12-07 21:17:56.959,-293,615,-830,,
2021-12-07 21:17:56.979,-754,646,-320,,
2021-12-07 21:17:56.998,-1429,1163,-172,,
2021-12-07 21:17:57.018,-1897,1218,137,,
2021-12-07 21:17:57.037,-2358,1520,36,,
2021-12-07 21:17:57.057,-2124,1594,-798,,
2021-12-07 21:17:57.076,-1385,1670,-1213,,
2021-12-07 21:17:57.096,-1108,1618,-860,,
2021-12-07 21:17:57.115,-804,1581,-476,,
2021-12-07 21:17:57.135,-356,1171,-206,,
2021-12-07 21:17:57.155,-149,740,-70,,
2021-12-07 21:17:57.174,160,333,446,,
2021-12-07 21:17:57.194,-79,25,855,,
2021-12-07 21:17:57.213,201,-162,472,,
2021-12-07 21:17:57.233,399,-168,121,,
2021-12-07 21:17:57.252,615,-11,1,,
2021-12-07 21:17:57.272,-100,134,-239,,
2021-12-07 21:17:57.291,-136,301,-532,,
2021-12-07 21:17:57.311,-92,227,-1044,,
2021-12-07 21:17:57.330,-547,406,-1364,,
2021-12-07 21:17:57.350,-907,288,-808,,
2021-12-07 21:17:57.369,-2179,576,-828,,
2021-12-07 21:17:57.389,-1752,751,-1581,,
2021-12-07 21:17:57.408,-2831,230,-2102,,
2021-12-07 21:17:57.428,-782,961,201,,
2021-12-07 21:17:57.447,-813,876,367,,
2021-12-07 21:17:57.467,-295,678,62,,
2021-12-07 21:17:57.486,102,584,-124,,
2021-12-07 21:17:57.506,-959,864,-1769,,
2021-12-07 21:17:57.525,-991,407,-316,,
2021-12-07 21:17:57.545,-591,369,-1431,,
2021-12-07 21:17:57.564,-339,754,-1381,,
2021-12-07 21:17:57.584,-113,1075,-801,,
2021-12-07 21:17:57.603,-454,1073,-538,,
2021-12-07 21:17:57.623,-636,1032,-537,,
2021-12-07 21:17:57.642,-369,1088,-629,,
2021-12-07 21:17:57.662,-193,1227,-478,,
2021-12-07 21:17:57.681,-436,1154,-194,,
2021-12-07 21:17:57.701,-619,967,-68,,
2021-12-07 21:17:57.720,-536,868,66,,
2021-12-07 21:17:57.740,-313,774,-224,,
2021-12-07 21:17:57.760,-936,733,-456,,
2021-12-07 21:17:57.779,-658,728,266,,
2021-12-07 21:17:57.799,-715,717,323,,
2021-12-07 21:17:57.818,-682,458,-625,,
2021-12-07 21:17:57.838,-626,488,-2798,,
2021-12-07 21:17:57.857,-676,1665,-6503,,
2021-12-07 21:17:57.877,1758,4575,-7350,,
2021-12-07 21:17:57.896,6017,6818,-7379,,
2021-12-07 21:17:57.916,-1108,7387,-7597,,
2021-12-07 21:17:57.935,636,7912,-6973,,
2021-12-07 21:17:57.955,-7954,7988,-4905,,
2021-12-07 21:17:57.974,-6367,7988,-3169,,
2021-12-07 21:17:57.994,2283,7988,-2984,,
2021-12-07 21:17:58.013,7794,7789,-7375,,
2021-12-07 21:17:58.033,6287,7828,-7680,,
2021-12-07 21:17:58.052,1649,6510,-7679,,
2021-12-07 21:17:58.072,-3557,5782,-7785,,
2021-12-07 21:17:58.091,-2075,3527,-7987,,
2021-12-07 21:17:58.111,-4781,2218,-7771,,
2021-12-07 21:17:58.130,-4507,1959,-5840,,
2021-12-07 21:17:58.150,-3447,2766,-4184,,
2021-12-07 21:17:58.169,-2945,3181,-3061,,
2021-12-07 21:17:58.189,-2172,3562,-2280,,
2021-12-07 21:17:58.208,-1280,4508,-1835,,
2021-12-07 21:17:58.228,-471,4880,-1277,,
2021-12-07 21:17:58.247,-849,4897,-180,,
2021-12-07 21:17:58.267,-1012,5098,489,,
2021-12-07 21:17:58.286,-75,5943,925,,
2021-12-07 21:17:58.306,1488,5291,1234,,
2021-12-07 21:17:58.325,1433,4874,1234,,
2021-12-07 21:17:58.345,1776,4571,2008,,
2021-12-07 21:17:58.364,2155,3947,2156,,
2021-12-07 21:17:58.384,1702,3185,1470,,
2021-12-07 21:17:58.404,957,2834,971,,
2021-12-07 21:17:58.423,614,2590,946,,
2021-12-07 21:17:58.443,1082,2516,966,,
2021-12-07 21:17:58.462,1237,2159,1082,,
2021-12-07 21:17:58.482,1226,1913,1206,,
2021-12-07 21:17:58.501,1206,1871,921,,
2021-12-07 21:17:58.521,997,1774,532,,
2021-12-07 21:17:58.540,970,1905,125,,
2021-12-07 21:17:58.560,1162,1754,300,,
2021-12-07 21:17:58.579,1661,1474,1187,,
2021-12-07 21:17:58.599,1940,1357,1635,,
2021-12-07 21:17:58.618,1732,1184,1343,,
2021-12-07 21:17:58.638,1305,1068,931,,
2021-12-07 21:17:58.657,1043,913,610,,
2021-12-07 21:17:58.677,1043,872,739,,
2021-12-07 21:17:58.696,1058,785,993,,
2021-12-07 21:17:58.716,1088,759,766,,
2021-12-07 21:17:58.735,1024,830,591,,
2021-12-07 21:17:58.755,906,1005,388,,
2021-12-07 21:17:58.775,757,831,326,,
2021-12-07 21:17:58.794,661,409,28,,
2021-12-07 21:17:58.814,485,-81,-163,,
2021-12-07 21:17:58.834,114,-212,-152,,
2021-12-07 21:17:58.853,-17,887,319,,
2021-12-07 21:17:58.873,178,769,641,,
2021-12-07 21:17:58.893,291,175,700,,
2021-12-07 21:17:58.912,393,280,959,,
2021-12-07 21:17:58.932,424,281,997,,
2021-12-07 21:17:58.952,418,370,862,,
2021-12-07 21:17:58.971,430,472,569,,
2021-12-07 21:17:58.991,470,529,276,,
2021-12-07 21:17:59.011,508,583,175,,
2021-12-07 21:17:59.030,591,561,233,,
2021-12-07 21:17:59.050,658,582,354,,
2021-12-07 21:17:59.070,685,616,393,,
2021-12-07 21:17:59.089,676,659,366,,
2021-12-07 21:17:59.109,651,718,252,,
2021-12-07 21:17:59.129,637,790,142,,
2021-12-07 21:17:59.148,614,918,67,,
2021-12-07 21:17:59.168,554,946,124,,
2021-12-07 21:17:59.188,488,978,168,,
2021-12-07 21:17:59.207,470,1056,150,,
2021-12-07 21:17:59.227,422,1127,153,,
2021-12-07 21:17:59.247,386,1135,100,,
2021-12-07 21:17:59.266,399,1123,39,,
2021-12-07 21:17:59.286,457,1114,-38,,
2021-12-07 21:17:59.306,492,1066,-110,,
2021-12-07 21:17:59.325,542,1075,-107,,
2021-12-07 21:17:59.345,597,1117,-112,,
2021-12-07 21:17:59.365,577,1129,-39,,
2021-12-07 21:17:59.384,495,1065,80,,
2021-12-07 21:17:59.404,453,1002,192,,
2021-12-07 21:17:59.424,438,970,182,,
2021-12-07 21:17:59.443,453,908,57,,
2021-12-07 21:17:59.463,464,816,-103,,
2021-12-07 21:17:59.482,465,759,-132,,
2021-12-07 21:17:59.502,465,755,-50,,
2021-12-07 21:17:59.521,475,770,38,,
2021-12-07 21:17:59.540,479,800,96,,
2021-12-07 21:17:59.560,479,775,124,,
2021-12-07 21:17:59.579,477,862,183,,
2021-12-07 21:17:59.598,477,867,212,,
2021-12-07 21:17:59.618,476,923,230,,
2021-12-07 21:17:59.637,474,979,224,,
2021-12-07 21:17:59.656,472,1005,211,,
2021-12-07 21:17:59.676,475,1076,197,,
2021-12-07 21:17:59.695,465,1145,223,,
2021-12-07 21:17:59.714,413,1122,243,,
2021-12-07 21:17:59.734,367,1135,278,,
2021-12-07 21:17:59.753,296,1119,368,,
2021-12-07 21:17:59.772,234,1113,334,,
2021-12-07 21:17:59.792,218,1165,193,,
2021-12-07 21:17:59.811,203,1094,53,,
2021-12-07 21:17:59.830,182,1064,-1,,
2021-12-07 21:17:59.850,188,1018,-74,,
2021-12-07 21:17:59.869,239,977,-144,,
2021-12-07 21:17:59.889,335,635,-14,,
2021-12-07 21:17:59.908,422,766,-54,,
2021-12-07 21:17:59.927,460,691,-134,,
2021-12-07 21:17:59.947,475,594,-66,,
2021-12-07 21:17:59.966,478,465,32,,
2021-12-07 21:17:59.985,488,385,34,,
2021-12-07 21:18:00.005,532,394,34,,
2021-12-07 21:18:00.024,543,464,77,,
2021-12-07 21:18:00.043,531,461,123,,
2021-12-07 21:18:00.063,529,456,158,,
2021-12-07 21:18:00.082,538,470,192,,
2021-12-07 21:18:00.101,549,492,158,,
2021-12-07 21:18:00.121,545,610,80,,
2021-12-07 21:18:00.140,537,733,86,,
2021-12-07 21:18:00.160,558,742,113,,
2021-12-07 21:18:00.179,583,760,128,,
2021-12-07 21:18:00.199,554,846,203,,
2021-12-07 21:18:00.218,535,905,248,,
2021-12-07 21:18:00.238,553,906,282,,
2021-12-07 21:18:00.257,604,867,258,,
2021-12-07 21:18:00.277,647,863,224,,
2021-12-07 21:18:00.296,624,878,196,,
2021-12-07 21:18:00.316,591,909,175,,
2021-12-07 21:18:00.335,590,952,196,,
2021-12-07 21:18:00.355,597,939,204,,
2021-12-07 21:18:00.374,599,946,233,,
2021-12-07 21:18:00.394,602,935,229,,
2021-12-07 21:18:00.413,604,854,198,,
2021-12-07 21:18:00.433,595,781,190,,
2021-12-07 21:18:00.452,546,758,220,,
2021-12-07 21:18:00.472,487,673,226,,
2021-12-07 21:18:00.491,465,571,207,,
2021-12-07 21:18:00.511,446,516,212,,
2021-12-07 21:18:00.530,438,581,215,,
2021-12-07 21:18:00.550,430,626,220,,
2021-12-07 21:18:00.569,426,636,192,,
2021-12-07 21:18:00.589,422,667,176,,
2021-12-07 21:18:00.608,425,727,216,,
2021-12-07 21:18:00.628,426,788,248,,
2021-12-07 21:18:00.647,423,843,281,,
2021-12-07 21:18:00.667,410,918,276,,
2021-12-07 21:18:00.686,380,979,245,,
2021-12-07 21:18:00.706,400,1124,375,,
2021-12-07 21:18:00.726,848,764,380,,
2021-12-07 21:18:00.745,434,1101,270,,
2021-12-07 21:18:00.765,408,1039,191,,
2021-12-07 21:18:00.784,423,961,232,,
2021-12-07 21:18:00.804,460,862,237,,
2021-12-07 21:18:00.823,476,815,225,,
2021-12-07 21:18:00.843,481,915,221,,
2021-12-07 21:18:00.862,507,946,209,,
2021-12-07 21:18:00.882,565,844,119,,
2021-12-07 21:18:00.901,620,737,82,,
2021-12-07 21:18:00.921,679,600,78,,
2021-12-07 21:18:00.940,697,507,126,,
2021-12-07 21:18:00.960,721,452,176,,
2021-12-07 21:18:00.979,735,410,170,,
2021-12-07 21:18:00.999,749,410,68,,
2021-12-07 21:18:01.018,772,466,34,,
2021-12-07 21:18:01.038,817,506,73,,
2021-12-07 21:18:01.057,820,577,127,,
2021-12-07 21:18:01.077,805,628,143,,
2021-12-07 21:18:01.096,843,666,109,,
2021-12-07 21:18:01.116,887,657,51,,
2021-12-07 21:18:01.135,946,613,5,,
2021-12-07 21:18:01.155,973,535,-5,,
2021-12-07 21:18:01.174,977,493,60,,
2021-12-07 21:18:01.194,959,497,157,,
2021-12-07 21:18:01.213,889,533,221,,
2021-12-07 21:18:01.233,814,507,220,,
2021-12-07 21:18:01.252,751,525,180,,
2021-12-07 21:18:01.272,711,546,122,,
2021-12-07 21:18:01.291,687,486,128,,
2021-12-07 21:18:01.311,676,464,174,,
2021-12-07 21:18:01.330,660,602,233,,
2021-12-07 21:18:01.350,613,816,253,,
2021-12-07 21:18:01.369,533,1000,256,,
2021-12-07 21:18:01.389,440,1117,236,,
2021-12-07 21:18:01.409,322,1232,230,,
2021-12-07 21:18:01.428,283,1421,354,,
2021-12-07 21:18:01.448,253,1496,356,,
2021-12-07 21:18:01.467,265,1430,364,,
2021-12-07 21:18:01.487,302,1208,363,,
2021-12-07 21:18:01.506,338,1016,296,,
2021-12-07 21:18:01.526,353,803,187,,
2021-12-07 21:18:01.545,332,627,153,,
2021-12-07 21:18:01.565,312,538,204,,
2021-12-07 21:18:01.584,348,421,216,,
2021-12-07 21:18:01.604,416,341,166,,
2021-12-07 21:18:01.623,480,385,196,,
2021-12-07 21:18:01.643,561,488,230,,
2021-12-07 21:18:01.662,661,902,303,,
2021-12-07 21:18:01.682,738,1268,470,,
2021-12-07 21:18:01.701,819,1502,599,,
2021-12-07 21:18:01.721,939,1457,225,,
2021-12-07 21:18:01.740,1183,1255,-674,,
2021-12-07 21:18:01.760,1421,1104,-1238,,
2021-12-07 21:18:01.779,1238,920,-1036,,
2021-12-07 21:18:01.799,929,774,-427,,
2021-12-07 21:18:01.818,714,618,44,,
2021-12-07 21:18:01.838,541,504,322,,
2021-12-07 21:18:01.857,468,479,428,,
2021-12-07 21:18:01.877,398,311,377,,
2021-12-07 21:18:01.896,278,115,319,,
2021-12-07 21:18:01.916,181,-8,326,,
2021-12-07 21:18:01.935,165,-11,390,,
2021-12-07 21:18:01.955,110,55,429,,
2021-12-07 21:18:01.974,104,358,399,,
2021-12-07 21:18:01.994,115,683,396,,
2021-12-07 21:18:02.013,195,805,404,,
2021-12-07 21:18:02.033,237,1087,420,,
2021-12-07 21:18:02.052,281,1346,364,,
2021-12-07 21:18:02.072,323,1420,375,,
2021-12-07 21:18:02.091,378,1353,362,,
2021-12-07 21:18:02.111,453,1305,362,,
2021-12-07 21:18:02.130,489,1193,318,,
2021-12-07 21:18:02.150,511,999,241,,
2021-12-07 21:18:02.169,516,773,229,,
2021-12-07 21:18:02.189,522,575,114,,
2021-12-07 21:18:02.208,509,467,91,,
2021-12-07 21:18:02.228,487,322,-28,,
2021-12-07 21:18:02.247,490,257,-2,,
2021-12-07 21:18:02.267,538,286,12,,
2021-12-07 21:18:02.286,621,533,24,,
2021-12-07 21:18:02.306,662,799,15,,
2021-12-07 21:18:02.325,656,824,-16,,
2021-12-07 21:18:02.345,698,975,-34,,
2021-12-07 21:18:02.364,760,991,-8,,
2021-12-07 21:18:02.384,805,911,-127,,
2021-12-07 21:18:02.403,812,833,-314,,
2021-12-07 21:18:02.423,766,761,-468,,
2021-12-07 21:18:02.442,691,750,-474,,
2021-12-07 21:18:02.462,527,746,-402,,
2021-12-07 21:18:02.482,345,790,-297,,
2021-12-07 21:18:02.501,214,880,-235,,
2021-12-07 21:18:02.521,219,1088,-133,,
2021-12-07 21:18:02.540,236,1202,-109,,
2021-12-07 21:18:02.560,237,1189,-211,,
2021-12-07 21:18:02.579,202,1104,-322,,
2021-12-07 21:18:02.599,1521,1271,-788,,
2021-12-07 21:18:02.618,474,1265,-803,,
2021-12-07 21:18:02.638,51,2007,-157,,
2021-12-07 21:18:02.657,-165,1976,-158,,
2021-12-07 21:18:02.677,-239,1745,-74,,
2021-12-07 21:18:02.696,-246,1543,-114,,
2021-12-07 21:18:02.716,-267,1442,-132,,
2021-12-07 21:18:02.735,-167,1351,-185,,
2021-12-07 21:18:02.755,-167,1214,-170,,
2021-12-07 21:18:02.774,-151,1181,-118,,
2021-12-07 21:18:02.794,-146,1090,-164,,
2021-12-07 21:18:02.813,-142,908,-229,,
2021-12-07 21:18:02.833,-37,789,-189,,
2021-12-07 21:18:02.852,925,1168,-1075,,
2021-12-07 21:18:02.872,1533,258,-322,,
2021-12-07 21:18:02.891,775,1127,135,,
2021-12-07 21:18:02.911,572,881,67,,
2021-12-07 21:18:02.930,568,972,-16,,
2021-12-07 21:18:02.950,608,910,-125,,
2021-12-07 21:18:02.969,780,881,-76,,
2021-12-07 21:18:02.989,791,853,202,,
2021-12-07 21:18:03.008,827,797,177,,
2021-12-07 21:18:03.028,702,778,39,,
2021-12-07 21:18:03.047,435,984,-1424,,
2021-12-07 21:18:03.067,51,1117,-63,,
2021-12-07 21:18:03.087,31,876,212,,
2021-12-07 21:18:03.106,167,812,-217,,
2021-12-07 21:18:03.126,479,971,-861,,
2021-12-07 21:18:03.145,1518,241,-682,,
2021-12-07 21:18:03.165,737,996,-149,,
2021-12-07 21:18:03.184,644,787,-479,,
2021-12-07 21:18:03.204,396,819,-318,,
2021-12-07 21:18:03.223,307,812,34,,
2021-12-07 21:18:03.243,216,741,-150,,
2021-12-07 21:18:03.262,490,859,-371,,
2021-12-07 21:18:03.282,197,1090,-283,,
2021-12-07 21:18:03.301,214,1104,-389,,
2021-12-07 21:18:03.321,341,1020,-460,,
2021-12-07 21:18:03.340,412,1011,-520,,
2021-12-07 21:18:03.360,174,683,-370,,
2021-12-07 21:18:03.379,581,361,-931,,
2021-12-07 21:18:03.399,1067,-200,-1338,,
2021-12-07 21:18:03.418,892,-191,-1171,,
2021-12-07 21:18:03.438,964,-403,-1076,,
2021-12-07 21:18:03.457,710,-189,-660,,
2021-12-07 21:18:03.477,563,380,-320,,
2021-12-07 21:18:03.496,427,916,-888,,
2021-12-07 21:18:03.516,302,1144,-791,,
2021-12-07 21:18:03.535,323,1299,-395,,
2021-12-07 21:18:03.555,416,1534,321,,
2021-12-07 21:18:03.574,376,1540,492,,
2021-12-07 21:18:03.594,377,1424,-213,,
2021-12-07 21:18:03.614,245,1253,-489,,
2021-12-07 21:18:03.633,294,1043,-485,,
2021-12-07 21:18:03.653,163,768,-438,,
2021-12-07 21:18:03.672,56,616,-334,,
2021-12-07 21:18:03.692,61,509,-421,,
2021-12-07 21:18:03.711,99,599,-673,,
2021-12-07 21:18:03.731,186,563,-1279,,
2021-12-07 21:18:03.750,-153,839,-1216,,
2021-12-07 21:18:03.770,-21,935,-863,,
2021-12-07 21:18:03.789,401,1045,-493,,
2021-12-07 21:18:03.809,423,843,-262,,
2021-12-07 21:18:03.828,416,795,-448,,
2021-12-07 21:18:03.848,212,802,-188,,
2021-12-07 21:18:03.867,130,794,-191,,
2021-12-07 21:18:03.887,6,570,-777,,
2021-12-07 21:18:03.906,1273,108,-2001,,
2021-12-07 21:18:03.926,846,-53,-1467,,
2021-12-07 21:18:03.945,785,-72,-961,,
2021-12-07 21:18:03.965,446,183,-461,,
2021-12-07 21:18:03.984,423,563,-379,,
2021-12-07 21:18:04.004,502,565,-709,,
2021-12-07 21:18:04.023,456,631,-847,,
2021-12-07 21:18:04.043,400,735,-684,,
2021-12-07 21:18:04.063,424,776,-601,,
2021-12-07 21:18:04.082,388,1090,-192,,
2021-12-07 21:18:04.102,504,1044,-289,,
2021-12-07 21:18:04.121,570,896,-217,,
2021-12-07 21:18:04.141,628,817,-149,,
2021-12-07 21:18:04.160,656,547,-368,,
2021-12-07 21:18:04.180,869,193,-691,,
2021-12-07 21:18:04.199,936,161,-969,,
2021-12-07 21:18:04.219,799,261,-1033,,
2021-12-07 21:18:04.238,789,485,-630,,
2021-12-07 21:18:04.258,711,688,-1064,,
2021-12-07 21:18:04.277,490,1224,-771,,
2021-12-07 21:18:04.297,462,1262,-521,,
2021-12-07 21:18:04.316,253,1378,-671,,
2021-12-07 21:18:04.336,142,1512,-455,,
2021-12-07 21:18:04.355,265,1728,-819,,
2021-12-07 21:18:04.375,173,1535,-473,,
2021-12-07 21:18:04.394,103,1437,-365,,
2021-12-07 21:18:04.414,89,1131,-407,,
2021-12-07 21:18:04.433,130,964,-283,,
2021-12-07 21:18:04.453,218,599,-197,,
2021-12-07 21:18:04.473,437,494,-90,,
2021-12-07 21:18:04.492,666,373,5,,
2021-12-07 21:18:04.512,719,296,-87,,
2021-12-07 21:18:04.531,607,-177,18,,
2021-12-07 21:18:04.551,569,-516,350,,
2021-12-07 21:18:04.570,478,-698,330,,
2021-12-07 21:18:04.590,457,-790,144,,
2021-12-07 21:18:04.609,694,-678,35,,
2021-12-07 21:18:04.629,601,-658,-684,,
2021-12-07 21:18:04.648,387,-257,-1123,,
2021-12-07 21:18:04.668,622,266,-1030,,
2021-12-07 21:18:04.687,1911,1763,-3614,,
2021-12-07 21:18:04.707,2343,-867,-1975,,
2021-12-07 21:18:04.726,564,567,-1238,,
2021-12-07 21:18:04.746,303,574,-1154,,
2021-12-07 21:18:04.765,-235,966,-580,,
2021-12-07 21:18:04.785,-459,953,-293,,
2021-12-07 21:18:04.804,-149,589,-167,,
2021-12-07 21:18:04.824,170,899,-313,,
2021-12-07 21:18:04.844,1385,6,-312,,
2021-12-07 21:18:04.863,538,1021,-424,,
2021-12-07 21:18:04.883,928,675,-160,,
2021-12-07 21:18:04.902,627,773,167,,
2021-12-07 21:18:04.922,688,786,114,,
2021-12-07 21:18:04.941,638,830,-3,,
2021-12-07 21:18:04.961,629,793,1,,
2021-12-07 21:18:04.980,524,926,174,,
2021-12-07 21:18:05.000,273,1184,189,,
2021-12-07 21:18:05.019,16,1447,384,,
2021-12-07 21:18:05.039,226,1279,50,,
2021-12-07 21:18:05.058,650,773,-75,,
2021-12-07 21:18:05.078,991,336,-178,,
2021-12-07 21:18:05.097,1003,270,-19,,
2021-12-07 21:18:05.117,1019,320,200,,
2021-12-07 21:18:05.136,963,332,59,,
2021-12-07 21:18:05.156,966,294,-90,,
2021-12-07 21:18:05.175,1074,360,-195,,
2021-12-07 21:18:05.195,903,448,35,,
2021-12-07 21:18:05.215,763,523,81,,
2021-12-07 21:18:05.234,777,399,-133,,
2021-12-07 21:18:05.254,918,440,-374,,
2021-12-07 21:18:05.273,830,388,-385,,
2021-12-07 21:18:05.293,881,396,-208,,
2021-12-07 21:18:05.312,822,417,17,,
2021-12-07 21:18:05.332,853,323,-222,,
2021-12-07 21:18:05.351,766,597,-321,,
2021-12-07 21:18:05.371,839,544,-434,,
2021-12-07 21:18:05.390,799,526,-311,,
2021-12-07 21:18:05.410,759,554,-180,,
2021-12-07 21:18:05.429,635,642,-32,,
2021-12-07 21:18:05.449,625,689,-278,,
2021-12-07 21:18:05.468,579,805,-357,,
2021-12-07 21:18:05.488,547,730,-187,,
2021-12-07 21:18:05.507,662,650,-69,,
2021-12-07 21:18:05.527,843,650,-243,,
2021-12-07 21:18:05.546,637,738,-324,,
2021-12-07 21:18:05.566,613,831,-182,,
2021-12-07 21:18:05.586,643,741,-204,,
2021-12-07 21:18:05.605,611,702,-338,,
2021-12-07 21:18:05.625,678,729,-364,,
2021-12-07 21:18:05.644,730,592,-342,,
2021-12-07 21:18:05.664,839,405,-352,,
2021-12-07 21:18:05.683,978,326,-413,,
2021-12-07 21:18:05.703,1006,323,-415,,
2021-12-07 21:18:05.722,886,437,-397,,
2021-12-07 21:18:05.742,736,507,-373,,
2021-12-07 21:18:05.761,829,449,-303,,
2021-12-07 21:18:05.781,882,402,-249,,
2021-12-07 21:18:05.800,867,355,-354,,
2021-12-07 21:18:05.820,1029,289,-459,,
2021-12-07 21:18:05.839,893,396,-446,,
2021-12-07 21:18:05.859,684,556,-262,,
2021-12-07 21:18:05.878,693,527,-8,,
2021-12-07 21:18:05.898,912,416,-169,,
2021-12-07 21:18:05.918,839,662,-384,,
2021-12-07 21:18:05.937,624,880,-752,,
