Phone timestamp;sensor timestamp [ns];X [mg];Y [mg];Z [mg]
2021-12-07T21:29:11.685;540170967366154712;782;-978;428
2021-12-07T21:29:11.705;540170967385666599;773;-916;314
2021-12-07T21:29:11.724;540170967405178486;790;-719;186
2021-12-07T21:29:11.744;540170967424690373;701;-705;-104
2021-12-07T21:29:11.763;540170967444202260;670;-720;-46
2021-12-07T21:29:11.783;540170967463714147;718;-793;119
2021-12-07T21:29:11.802;540170967483226034;817;-711;238
2021-12-07T21:29:11.822;540170967502737921;910;-540;258
2021-12-07T21:29:11.841;540170967522249808;929;-587;172
2021-12-07T21:29:11.861;540170967541761695;790;-630;103
2021-12-07T21:29:11.880;540170967561273582;744;-689;225
2021-12-07T21:29:11.900;540170967580785469;762;-704;238
2021-12-07T21:29:11.919;540170967600297356;625;-896;105
2021-12-07T21:29:11.939;540170967619809243;393;-1138;-150
2021-12-07T21:29:11.958;540170967639321130;379;-1193;-298
2021-12-07T21:29:11.978;540170967658833017;447;-1154;-5
2021-12-07T21:29:11.997;540170967678344904;545;-1221;40
2021-12-07T21:29:12.017;540170967697856791;573;-1200;-84
2021-12-07T21:29:12.036;540170967717368678;569;-1121;-46
2021-12-07T21:29:12.056;540170967736880565;677;-958;-16
2021-12-07T21:29:12.075;540170967756392452;728;-795;104
2021-12-07T21:29:12.095;540170967775904339;688;-738;107
2021-12-07T21:29:12.114;540170967795416226;776;-708;174
2021-12-07T21:29:12.134;540170967814928113;792;-630;135
2021-12-07T21:29:12.153;540170967834440000;840;-571;82
2021-12-07T21:29:12.173;540170967853951887;861;-608;203
2021-12-07T21:29:12.192;540170967873463774;828;-637;49
2021-12-07T21:29:12.212;540170967892975661;685;-680;-13
2021-12-07T21:29:12.232;540170967912487548;785;-897;-166
2021-12-07T21:29:12.251;540170967931999435;527;-1030;-143
2021-12-07T21:29:12.271;540170967951510426;491;-1169;-359
2021-12-07T21:29:12.290;540170967971021403;498;-1149;-149
2021-12-07T21:29:12.310;540170967990532380;604;-1105;-257
2021-12-07T21:29:12.329;540170968010043357;708;-1000;-94
2021-12-07T21:29:12.349;540170968029554334;721;-849;104
2021-12-07T21:29:12.368;540170968049065311;679;-768;55
2021-12-07T21:29:12.388;540170968068576288;592;-847;-199
2021-12-07T21:29:12.407;540170968088087265;684;-844;-87
2021-12-07T21:29:12.427;540170968107598242;568;-877;-178
2021-12-07T21:29:12.446;540170968127109219;685;-883;-258
2021-12-07T21:29:12.466;540170968146620196;740;-855;-207
2021-12-07T21:29:12.485;540170968166131173;781;-689;8
2021-12-07T21:29:12.505;540170968185642150;731;-690;-253
2021-12-07T21:29:12.524;540170968205153127;958;-600;179
2021-12-07T21:29:12.544;540170968224664104;778;-584;-318
2021-12-07T21:29:12.563;540170968244175081;854;-538;-119
2021-12-07T21:29:12.583;540170968263686058;769;-742;-238
2021-12-07T21:29:12.602;540170968283197035;628;-703;-369
2021-12-07T21:29:12.622;540170968302708012;614;-771;-318
2021-12-07T21:29:12.641;540170968322218989;797;-805;-281
2021-12-07T21:29:12.661;540170968341729966;634;-752;-296
2021-12-07T21:29:12.680;540170968361240943;598;-859;-480
2021-12-07T21:29:12.700;540170968380751920;571;-840;-443
2021-12-07T21:29:12.719;540170968400262897;504;-743;-646
2021-12-07T21:29:12.739;540170968419773874;816;-696;-493
2021-12-07T21:29:12.758;540170968439284851;571;-835;-410
2021-12-07T21:29:12.778;540170968458795828;640;-834;-428
2021-12-07T21:29:12.797;540170968478306805;504;-799;-544
2021-12-07T21:29:12.817;540170968497817782;346;-854;-690
2021-12-07T21:29:12.836;540170968517328759;317;-812;-641
